Topic,Count,Name,Representation,Representative_Docs,label_manual
55,50,55_sekali_menurutku_yess_sangat,"['sekali', 'menurutku', 'yess', 'sangat', '38', 'bqgus', 'menghematkan', 'okyy', 'hbo', 'negtop']","['sangat bagus dong negtop', 'bagus banget kakak terimakasih', 'terimakasih sangat bagus vidio is the best']",Sekali Menurutku Yess
56,115,56_horor_terbaru_update_perbanyak,"['horor', 'terbaru', 'update', 'perbanyak', 'film', 'film2', 'bioskop', 'drama', 'office', 'dong']","['tingkatkan terus film update terutama film indonesia terimakasih produk lokal film lokal update', 'filmnya bagus bagus tolong update terus ya film film terbaru nya', 'perigut semoga developer vidio bisa terus memperbaharui film film indonesia yang berkualitas trim si mohon updatean film² serial drama yang terbaru ya ditunggu feedbacknya']",Horor Terbaru Update
57,60,57_bug_fiturnya_aplikasih_aplikas,"['bug', 'fiturnya', 'aplikasih', 'aplikas', 'film²', 'nya', 'salah', 'aplikasi', 'rivalry', 'hahahahaha']","['tampilan gambar cukup mantap', 'fitur fiturnya sangat memuaskan', 'fiturnya gampang dipahami']",Bug Fiturnya Aplikasih
58,44,58_ok_juga__,"['ok', 'juga', '', '', '', '', '', '', '', '']","['ok', 'ok', 'ok ok']",Ok Juga 
59,44,59_ok___,"['ok', '', '', '', '', '', '', '', '', '']","['ok', 'ok', 'ok']",Ok  
60,87,60_respon_cepat_keluhan_team,"['respon', 'cepat', 'keluhan', 'team', 'fast', 'atas', 'costumer', 'terima', 'terimakasih', 'kendala']","['terimakasih untuk vidio respon sangat cepat ketika ada masalah', 'terima kasih untuk respon cepat nya vidio', 'terima kasih sudah memberi respon yang cepat dan baik']",Respon Cepat Keluhan
61,55,61_job_good_goodluck_bahkan,"['job', 'good', 'goodluck', 'bahkan', 'goood', 'enteng', 'fakk', 'jop', 'kritikan', 'blokir']","['good job', 'good job', 'good job']",Job Good Goodluck
62,65,62_bokep_video_dewasa_netral,"['bokep', 'video', 'dewasa', 'netral', 'kunci', 'memakan', 'mode', 'vidio', 'kuota', 'bermanfat']","['bokep', 'bokep', 'bokep jepang']",Bokep Video Dewasa
63,47,63_application_good_game_aplikation,"['application', 'good', 'game', 'aplikation', 'aps', 'al', 'memainkan', 'nasr', 'kuiss', 'jobs']","['good application', 'good application', 'good application']",Application Good Game
64,43,64_ok___,"['ok', '', '', '', '', '', '', '', '', '']","['ok', 'ok', 'ok']",Ok  
65,56,65_hebat_keren_edukatif_gila,"['hebat', 'keren', 'edukatif', 'gila', 'banget', 'kusuka', 'hangat', 'cerita2nya', 'gaess', 'aplksinya']","['keren banget', 'keren banget', 'keren banget']",Hebat Keren Edukatif
66,43,66_drama_drama2_bagus_terjangkau,"['drama', 'drama2', 'bagus', 'terjangkau', 'pengin', 'sedikit', 'terbaru', 'harga', 'tonton', 'hanya']","['bagus', 'bagus', 'drama bagus']",Drama Drama2 Bagus
67,52,67_mantap_mulus_semuanya_detail,"['mantap', 'mulus', 'semuanya', 'detail', 'pilmnya', 'improve', '1000', 'ikut', 'grafik', 'bagus']","['mantap bagus', 'mantap bagus', 'mantap sangat bagus']",Mantap Mulus Semuanya
68,42,68_bagus___,"['bagus', '', '', '', '', '', '', '', '', '']","['bagus', 'bagus', 'bagus']",Bagus  
69,67,69_kebanyakan_iklan_berlanggan_mengganggu,"['kebanyakan', 'iklan', 'berlanggan', 'mengganggu', 'muncul', 'banyakan', 'banyak', 'mengeluarkan', 'iklannya', 'volume']","['kebanyakan iklan', 'kebanyakan iklan', 'kebanyakan iklan']",Kebanyakan Iklan Berlanggan
70,41,70_bagus_ini__,"['bagus', 'ini', '', '', '', '', '', '', '', '']","['bagus', 'bagus', 'bagus']",Bagus Ini 
71,63,71_versi_lawas_lengkap_komplit,"['versi', 'lawas', 'lengkap', 'komplit', 'sportnya', 'followers', 'ratusan', 'mendownload', 'otomatis', 'bergabung']","['versi lawas', 'versi lawas', 'versi lawas']",Versi Lawas Lengkap
72,61,72_puas_sangat_comlihat_menontotnya,"['puas', 'sangat', 'comlihat', 'menontotnya', 'memperbagus', 'keninginan', 'puaszz', 'nontonnya', 'tontonanya', 'hongkong']","['sangat puas', 'saya puas', 'sangat puas']",Puas Sangat Comlihat
73,69,73_menarik_menyenangkan_thumbnail_pengalaman,"['menarik', 'menyenangkan', 'thumbnail', 'pengalaman', 'kisah', 'cerita', 'mkek', 'brguna', 'fillmnya', 'mager']","['sangat menarik', 'menarik', 'sangat menarik']",Menarik Menyenangkan Thumbnail
74,47,74_biasa_luar_bagusnya_luarbiasa,"['biasa', 'luar', 'bagusnya', 'luarbiasa', 'allah', 'masya', 'nih', 'anglin', 'konek', 'darma']","['luar biasa masya allah', 'luarbiasa', 'aplikasi luarbiasa mantap']",Biasa Luar Bagusnya
75,59,75_lumayan_lah_menu_banyaklah,"['lumayan', 'lah', 'menu', 'banyaklah', 'downlod', 'manyun', 'bagüsz', 'cespleng', 'lengkappp', 'pertengah']","['lumayan', 'lumayan', 'lumayan']",Lumayan Lah Menu
76,51,76_televisi_indosiar_berita_hiburan,"['televisi', 'indosiar', 'berita', 'hiburan', 'kepala', 'apt', 'da7', 'aktual', 'masing', 'campursari']","['upayakan siaram televisi dokumenter', 'alamat jalan apt kota daerah provinsi', 'buat masjid baytul muhajirin dusun nyato desa tbl timur']",Televisi Indosiar Berita
77,39,77_bagus___,"['bagus', '', '', '', '', '', '', '', '', '']","['bagus', 'bagus', 'bagus']",Bagus  
78,39,78_bagus___,"['bagus', '', '', '', '', '', '', '', '', '']","['bagus', 'bagus', 'bagus']",Bagus  
79,64,79_menarik_dan_seru_terhibur,"['menarik', 'dan', 'seru', 'terhibur', 'keren', 'berguna', 'aplikasinyaa', 'duper', 'hhhh', 'kondusif']","['keren dan bagus', 'keren dan bagus', 'keren dan bagus']",Menarik Dan Seru
80,39,80_ok___,"['ok', '', '', '', '', '', '', '', '', '']","['ok', 'ok', 'ok']",Ok  
81,38,81_bagus___,"['bagus', '', '', '', '', '', '', '', '', '']","['bagus', 'bagus', 'bagus']",Bagus  
